name,node,technology,fuel_type,max_power,bidding_EOM,bidding_redispatch,bidding_nodal,bidding_DAM,unit_operator,emission_factor,min_power,efficiency,additional_cost,operating_type,ramp_up,ramp_down,hot_start_cost,warm_start_cost,cold_start_cost,min_operating_time,min_down_time
Unit_1041,549,solar pv,renewable,64.15646316,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_1083,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_1042,550,solar pv,renewable,19.84432619,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_1084,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_1043,552,wind onshore,renewable,16.3724203,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_1085,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_1044,553,solar pv,renewable,54.51029127,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_1086,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_1045,553,wind onshore,renewable,34.52556868,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_1087,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_1046,555,biomass,renewable,30.57172739,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_1088,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_1047,555,solar pv,renewable,309.7273067,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_1089,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_1048,556,biomass,renewable,39.89517281,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_1090,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_1049,556,solar pv,renewable,461.7129473,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_1091,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_1050,557,solar pv,renewable,26.66089666,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_1092,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_1051,557,wind onshore,renewable,24.25633344,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_1093,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_1052,558,solar pv,renewable,80.41941498,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_1094,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_1053,558,wind onshore,renewable,73.16633682,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_1095,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_1054,559,biomass,renewable,20.80930513,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_1096,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_1055,559,solar pv,renewable,176.3926867,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_1097,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_1056,561,hydro,renewable,71.16198168,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_1098,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_1057,561,solar pv,renewable,57.01113061,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_1099,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_1058,562,biomass,renewable,37.5952843,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_1100,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_1059,562,hydro,renewable,18.89859194,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_1101,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_1060,562,solar pv,renewable,737.4117064,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_1102,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_1061,562,wind onshore,renewable,399.2798289,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_1103,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_1062,563,solar pv,renewable,26.27899452,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_1104,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_1063,563,wind onshore,renewable,32.37556252,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_1105,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_1064,564,solar pv,renewable,17.11771974,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_1106,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_1065,564,wind onshore,renewable,26.17235309,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_1107,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_1066,565,solar pv,renewable,139.3144211,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_1108,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_1067,565,wind onshore,renewable,198.9607529,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_1109,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_1068,567,biomass,renewable,20.82107268,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_1110,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_1069,567,solar pv,renewable,121.9675463,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_1111,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_1070,567,wind onshore,renewable,274.4146025,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_1112,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_1071,568,solar pv,renewable,25.5376199,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_1113,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_1072,569,hydro,renewable,81.93181333,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_1114,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_1073,569,solar pv,renewable,137.5445692,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_1115,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_1074,570,biomass,renewable,19.77148704,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_1116,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_1075,570,solar pv,renewable,192.0905472,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_1117,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_1076,570,wind onshore,renewable,274.3325464,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_1118,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_1077,572,biomass,renewable,34.55453465,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_1119,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_1078,572,solar pv,renewable,456.9503047,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_1120,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_1079,572,wind onshore,renewable,420.2421485,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_1121,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_1080,573,solar pv,renewable,17.29119177,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_1122,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_1081,574,solar pv,renewable,17.25761972,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_1123,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_1082,577,solar pv,renewable,183.6344736,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_1124,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_1083,577,wind onshore,renewable,34.16686602,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_1125,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_1084,578,biomass,renewable,80.59270586,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_1126,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_1085,578,solar pv,renewable,455.6127666,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_1127,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_1086,578,wind onshore,renewable,519.8502723,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_1128,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_1087,579,biomass,renewable,15.42809292,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_1129,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_1088,579,solar pv,renewable,43.03387358,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_1130,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_1089,580,biomass,renewable,77.8474244,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_1131,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_1090,580,solar pv,renewable,177.9748278,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_1132,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_1091,580,wind onshore,renewable,194.2285313,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_1133,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_1092,581,biomass,renewable,51.58650778,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_1134,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_1093,581,solar pv,renewable,305.8728568,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_1135,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_1094,581,wind onshore,renewable,436.3775994,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_1136,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_1095,582,biomass,renewable,115.2464844,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_1137,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_1096,582,solar pv,renewable,202.7824292,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_1138,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_1097,582,wind onshore,renewable,516.6486108,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_1139,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_1098,584,biomass,renewable,34.63914554,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_1140,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_1099,584,solar pv,renewable,192.7689954,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_1141,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_1100,584,wind onshore,renewable,172.5471783,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_1142,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_1101,585,solar pv,renewable,147.1612164,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_1143,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_1102,587,biomass,renewable,91.02068264,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_1144,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_1103,587,solar pv,renewable,461.819011,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_1145,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_1104,587,wind onshore,renewable,596.9027968,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_1146,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_1105,592,biomass,renewable,45.07444416,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_1147,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_1106,592,solar pv,renewable,408.6646861,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_1148,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_1107,592,wind onshore,renewable,85.13386082,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_1149,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_1108,593,solar pv,renewable,74.18240766,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_1150,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_1109,593,wind onshore,renewable,29.79002212,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_1151,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_1110,594,biomass,renewable,17.93460627,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_1152,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_1111,594,solar pv,renewable,168.9064769,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_1153,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_1112,594,wind onshore,renewable,105.4446846,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_1154,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_1113,596,solar pv,renewable,55.67813334,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_1155,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_1114,598,solar pv,renewable,48.59167285,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_1156,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_1115,599,biomass,renewable,25.20635442,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_1157,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_1116,599,solar pv,renewable,148.6318792,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_1158,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_1117,599,wind onshore,renewable,94.14002445,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_1159,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_1118,601,solar pv,renewable,37.45564398,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_1160,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_1119,602,hydro,renewable,63.49951969,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_1161,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_1120,602,solar pv,renewable,78.79096952,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_1162,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_1121,603,biomass,renewable,15.87147965,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_1163,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_1122,603,solar pv,renewable,100.5411574,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_1164,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_1123,603,wind onshore,renewable,33.34401069,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_1165,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_1124,605,solar pv,renewable,50.07232839,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_1166,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_1125,605,wind onshore,renewable,18.37070368,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_1167,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_1126,606,biomass,renewable,15.88054994,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_1168,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_1127,606,solar pv,renewable,149.5877381,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_1169,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_1128,606,wind onshore,renewable,183.6056073,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_1170,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_1129,607,biomass,renewable,40.95005301,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_1171,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_1130,607,solar pv,renewable,277.6241513,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_1172,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_1131,607,wind onshore,renewable,252.8214803,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_1173,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_1132,608,biomass,renewable,27.82288235,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_1174,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_1133,608,solar pv,renewable,414.31826,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_1175,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_1134,608,wind onshore,renewable,490.2376543,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_1176,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_1135,609,solar pv,renewable,75.58403971,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_1177,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_1136,610,solar pv,renewable,82.15627916,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_1178,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_1137,610,wind onshore,renewable,96.81197496,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_1179,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_1138,611,solar pv,renewable,48.01068527,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_1180,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_1139,611,wind onshore,renewable,56.57521625,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_1181,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_1140,613,solar pv,renewable,95.66794751,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_1182,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_1141,613,wind onshore,renewable,19.82669817,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_1183,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_1142,614,biomass,renewable,84.33889513,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_1184,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_1143,614,hydro,renewable,32.72336404,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_1185,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_1144,614,solar pv,renewable,468.5032443,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_1186,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_1145,615,biomass,renewable,63.17293152,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_1187,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_1146,615,hydro,renewable,15.7152155,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_1188,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_1147,615,solar pv,renewable,403.5261257,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_1189,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_1148,615,wind onshore,renewable,45.76159622,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_1190,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_1149,616,biomass,renewable,24.49436163,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_1191,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_1150,616,solar pv,renewable,120.6158823,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_1192,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_1151,616,wind onshore,renewable,188.8050019,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_1193,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_1152,617,biomass,renewable,17.41186921,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_1194,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_1153,617,solar pv,renewable,117.3616106,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_1195,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_1154,619,biomass,renewable,33.09952747,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_1196,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_1155,619,solar pv,renewable,407.3117967,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_1197,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_1156,619,wind onshore,renewable,213.0400656,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_1198,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_1157,621,hydro,renewable,39.34841668,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_1199,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_1158,621,solar pv,renewable,141.149552,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_1200,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_1159,621,wind onshore,renewable,126.6599041,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_1201,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_1160,622,solar pv,renewable,136.2354619,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_1202,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_1161,624,solar pv,renewable,127.4624091,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_1203,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_1162,624,wind onshore,renewable,151.1123235,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_1204,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_1163,625,solar pv,renewable,56.90844668,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_1205,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_1164,626,biomass,renewable,50.53958294,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_1206,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_1165,626,solar pv,renewable,375.692563,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_1207,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_1166,626,wind onshore,renewable,270.2214416,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_1208,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_1167,628,solar pv,renewable,34.50733001,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_1209,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_1168,630,biomass,renewable,26.92369002,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_1210,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_1169,630,solar pv,renewable,214.9392109,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_1211,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_1170,630,wind onshore,renewable,198.8319167,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_1212,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_1171,631,biomass,renewable,18.10071798,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_1213,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_1172,631,solar pv,renewable,129.3680185,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_1214,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_1173,631,wind onshore,renewable,261.0920421,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_1215,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_1174,632,solar pv,renewable,214.7155935,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_1216,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_1175,633,biomass,renewable,15.64300555,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_1217,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_1176,633,solar pv,renewable,89.12296736,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_1218,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_1177,633,wind onshore,renewable,62.66470152,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_1219,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_1178,634,biomass,renewable,24.09077118,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_1220,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_1179,634,solar pv,renewable,137.2524613,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_1221,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_1180,634,wind onshore,renewable,96.50581411,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_1222,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_1181,635,solar pv,renewable,17.5374248,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_1223,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_1182,638,solar pv,renewable,144.3472174,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_1224,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_1183,638,wind onshore,renewable,176.9891462,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_1225,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_1184,639,solar pv,renewable,50.41397064,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_1226,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_1185,641,biomass,renewable,15.61728942,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_1227,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_1186,641,solar pv,renewable,148.4313796,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_1228,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_1187,642,biomass,renewable,16.32824597,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_1229,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_1188,642,solar pv,renewable,291.2137143,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_1230,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_1189,642,wind onshore,renewable,54.18296339,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_1231,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_1190,643,solar pv,renewable,34.3717436,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_1232,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_1191,643,wind onshore,renewable,56.03271285,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_1233,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_1192,644,biomass,renewable,113.1131507,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_1234,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_1193,644,solar pv,renewable,420.3573127,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_1235,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_1194,644,wind onshore,renewable,823.2124414,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_1236,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_1195,647,solar pv,renewable,18.79610872,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_1237,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_1196,648,solar pv,renewable,24.64619894,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_1238,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_1197,649,solar pv,renewable,234.0208478,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_1239,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_1198,650,solar pv,renewable,42.45756642,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_1240,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_1199,651,solar pv,renewable,104.4219023,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_1241,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_1200,653,wind onshore,renewable,16.0644494,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_1242,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_1201,655,solar pv,renewable,143.59136,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_1243,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_1202,655,wind onshore,renewable,55.81188634,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_1244,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_1203,656,biomass,renewable,124.1537445,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_1245,0.0,0.0,1.0,0.0,Market,,,,,,,
