name,technology,bidding_EOM,bidding_redispatch,bidding_nodal,bidding_DAM,fuel_type,emission_factor,max_power,min_power,efficiency,additional_cost,node,unit_operator,operating_type
Unit_1621,solar pv,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,475.8,0,1,0,258,operator_1621,Market
Unit_1623,wind onshore,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,230.6,0,1,0,258,operator_1623,Market
Unit_1624,biomass,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,20.2,0,1,0,259,operator_1624,Market
Unit_1625,hydro,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,66.1,0,1,0,259,operator_1625,Market
Unit_1626,solar pv,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,130.5,0,1,0,259,operator_1626,Market
Unit_1628,wind onshore,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,64.8,0,1,0,259,operator_1628,Market
Unit_1629,biomass,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,29.6,0,1,0,260,operator_1629,Market
Unit_1630,hydro,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,7.5,0,1,0,260,operator_1630,Market
Unit_1631,solar pv,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,548.4,0,1,0,260,operator_1631,Market
Unit_1633,wind onshore,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,57.1,0,1,0,260,operator_1633,Market
Unit_1634,biomass,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,1.2,0,1,0,262,operator_1634,Market
Unit_1635,hydro,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,1,0,1,0,262,operator_1635,Market
Unit_1636,solar pv,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,80.9,0,1,0,262,operator_1636,Market
Unit_1639,biomass,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,48.1,0,1,0,264,operator_1639,Market
Unit_1640,hydro,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,3.4,0,1,0,264,operator_1640,Market
Unit_1641,solar pv,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,316.8,0,1,0,264,operator_1641,Market
Unit_1643,wind onshore,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,25.7,0,1,0,264,operator_1643,Market
Unit_1644,biomass,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,2.9,0,1,0,265,operator_1644,Market
Unit_1646,solar pv,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,57.4,0,1,0,265,operator_1646,Market
Unit_1648,wind onshore,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,4.6,0,1,0,265,operator_1648,Market
Unit_1649,biomass,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,56.5,0,1,0,266,operator_1649,Market
Unit_1650,hydro,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,400.7,0,1,0,266,operator_1650,Market
Unit_1651,solar pv,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,427.1,0,1,0,266,operator_1651,Market
Unit_1654,biomass,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,74.2,0,1,0,270,operator_1654,Market
Unit_1656,solar pv,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,249.4,0,1,0,270,operator_1656,Market
Unit_1657,wind offshore,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,611.1,0,1,0,270,operator_1657,Market
Unit_1658,wind onshore,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,573.9,0,1,0,270,operator_1658,Market
Unit_1662,wind offshore,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,252.6,0,1,0,271,operator_1662,Market
Unit_1664,biomass,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,12.9,0,1,0,275,operator_1664,Market
Unit_1665,hydro,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,1.9,0,1,0,275,operator_1665,Market
Unit_1666,solar pv,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,117.5,0,1,0,275,operator_1666,Market
Unit_1669,biomass,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,1.5,0,1,0,276,operator_1669,Market
Unit_1670,hydro,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,20.3,0,1,0,276,operator_1670,Market
Unit_1671,solar pv,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,32.4,0,1,0,276,operator_1671,Market
Unit_1673,wind onshore,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,0.1,0,1,0,276,operator_1673,Market
Unit_1674,biomass,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,42.1,0,1,0,278,operator_1674,Market
Unit_1675,hydro,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,0.3,0,1,0,278,operator_1675,Market
Unit_1676,solar pv,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,441.5,0,1,0,278,operator_1676,Market
Unit_1678,wind onshore,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,788.6,0,1,0,278,operator_1678,Market
Unit_1679,biomass,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,13.9,0,1,0,28,operator_1679,Market
Unit_1681,solar pv,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,92.7,0,1,0,28,operator_1681,Market
Unit_1683,wind onshore,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,33,0,1,0,28,operator_1683,Market
Unit_1684,biomass,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,58,0,1,0,280,operator_1684,Market
Unit_1685,hydro,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,0.8,0,1,0,280,operator_1685,Market
Unit_1686,solar pv,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,818.2,0,1,0,280,operator_1686,Market
Unit_1688,wind onshore,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,821.4,0,1,0,280,operator_1688,Market
Unit_1689,biomass,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,17.3,0,1,0,281,operator_1689,Market
Unit_1690,hydro,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,2.9,0,1,0,281,operator_1690,Market
Unit_1691,solar pv,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,196.9,0,1,0,281,operator_1691,Market
Unit_1693,wind onshore,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,71.1,0,1,0,281,operator_1693,Market
Unit_1694,biomass,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,31.3,0,1,0,282,operator_1694,Market
Unit_1695,hydro,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,4.1,0,1,0,282,operator_1695,Market
Unit_1696,solar pv,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,552,0,1,0,282,operator_1696,Market
Unit_1698,wind onshore,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,102.7,0,1,0,282,operator_1698,Market
Unit_1699,biomass,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,3.2,0,1,0,283,operator_1699,Market
Unit_1700,hydro,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,6.6,0,1,0,283,operator_1700,Market
Unit_1701,solar pv,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,178.2,0,1,0,283,operator_1701,Market
Unit_1703,wind onshore,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,138.6,0,1,0,283,operator_1703,Market
Unit_1704,biomass,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,20.6,0,1,0,284,operator_1704,Market
Unit_1705,hydro,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,1.8,0,1,0,284,operator_1705,Market
Unit_1706,solar pv,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,384.9,0,1,0,284,operator_1706,Market
Unit_1708,wind onshore,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,283.3,0,1,0,284,operator_1708,Market
Unit_1709,biomass,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,123.7,0,1,0,285,operator_1709,Market
Unit_1711,solar pv,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,402.9,0,1,0,285,operator_1711,Market
Unit_1713,wind onshore,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,522.5,0,1,0,285,operator_1713,Market
Unit_1714,biomass,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,20.5,0,1,0,286,operator_1714,Market
Unit_1715,hydro,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,3.4,0,1,0,286,operator_1715,Market
Unit_1716,solar pv,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,255.5,0,1,0,286,operator_1716,Market
Unit_1718,wind onshore,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,222,0,1,0,286,operator_1718,Market
Unit_1719,biomass,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,18.7,0,1,0,288,operator_1719,Market
Unit_1720,hydro,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,8.9,0,1,0,288,operator_1720,Market
Unit_1721,solar pv,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,483.5,0,1,0,288,operator_1721,Market
Unit_1723,wind onshore,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,115.7,0,1,0,288,operator_1723,Market
Unit_1724,biomass,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,65.7,0,1,0,289,operator_1724,Market
Unit_1725,hydro,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,0.4,0,1,0,289,operator_1725,Market
Unit_1726,solar pv,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,614.2,0,1,0,289,operator_1726,Market
Unit_1728,wind onshore,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,540.8,0,1,0,289,operator_1728,Market
Unit_1729,biomass,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,41.1,0,1,0,29,operator_1729,Market
Unit_1730,hydro,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,0.1,0,1,0,29,operator_1730,Market
Unit_1731,solar pv,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,99,0,1,0,29,operator_1731,Market
Unit_1733,wind onshore,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,423.5,0,1,0,29,operator_1733,Market
Unit_1734,biomass,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,18.4,0,1,0,290,operator_1734,Market
Unit_1735,hydro,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,2.5,0,1,0,290,operator_1735,Market
Unit_1736,solar pv,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,455.7,0,1,0,290,operator_1736,Market
Unit_1738,wind onshore,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,145.7,0,1,0,290,operator_1738,Market
Unit_1739,biomass,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,29.1,0,1,0,292,operator_1739,Market
Unit_1740,hydro,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,8.2,0,1,0,292,operator_1740,Market
Unit_1741,solar pv,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,356.3,0,1,0,292,operator_1741,Market
Unit_1743,wind onshore,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,736.5,0,1,0,292,operator_1743,Market
Unit_1744,biomass,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,8.8,0,1,0,293,operator_1744,Market
Unit_1745,hydro,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,9,0,1,0,293,operator_1745,Market
Unit_1746,solar pv,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,80.6,0,1,0,293,operator_1746,Market
Unit_1748,wind onshore,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,9.5,0,1,0,293,operator_1748,Market
Unit_1749,biomass,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,9.5,0,1,0,294,operator_1749,Market
Unit_1750,hydro,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,0.4,0,1,0,294,operator_1750,Market
Unit_1751,solar pv,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,100,0,1,0,294,operator_1751,Market
Unit_1753,wind onshore,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,7.5,0,1,0,294,operator_1753,Market
Unit_1754,biomass,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,5.6,0,1,0,295,operator_1754,Market
Unit_1755,hydro,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,0.1,0,1,0,295,operator_1755,Market
Unit_1756,solar pv,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,63,0,1,0,295,operator_1756,Market
Unit_1758,wind onshore,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,7.7,0,1,0,295,operator_1758,Market
Unit_1759,biomass,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,64.1,0,1,0,296,operator_1759,Market
Unit_1760,hydro,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,1.9,0,1,0,296,operator_1760,Market
Unit_1761,solar pv,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,184.2,0,1,0,296,operator_1761,Market
Unit_1763,wind onshore,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,421.4,0,1,0,296,operator_1763,Market
Unit_1764,biomass,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,70.4,0,1,0,299,operator_1764,Market
Unit_1765,hydro,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,0.3,0,1,0,299,operator_1765,Market
Unit_1766,solar pv,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,126,0,1,0,299,operator_1766,Market
Unit_1768,wind onshore,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,132.4,0,1,0,299,operator_1768,Market
Unit_1769,biomass,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,26.9,0,1,0,30,operator_1769,Market
Unit_1771,solar pv,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,139,0,1,0,30,operator_1771,Market
Unit_1773,wind onshore,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,418.4,0,1,0,30,operator_1773,Market
Unit_1774,biomass,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,152.4,0,1,0,300,operator_1774,Market
Unit_1776,solar pv,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,651.1,0,1,0,300,operator_1776,Market
Unit_1778,wind onshore,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,1066.9,0,1,0,300,operator_1778,Market
Unit_1779,biomass,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,20,0,1,0,301,operator_1779,Market
Unit_1781,solar pv,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,89.9,0,1,0,301,operator_1781,Market
Unit_1783,wind onshore,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,233.9,0,1,0,301,operator_1783,Market
Unit_1784,biomass,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,4.8,0,1,0,302,operator_1784,Market
Unit_1785,hydro,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,1.3,0,1,0,302,operator_1785,Market
Unit_1786,solar pv,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,49.6,0,1,0,302,operator_1786,Market
Unit_1788,wind onshore,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,9,0,1,0,302,operator_1788,Market
Unit_1789,biomass,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,19,0,1,0,304,operator_1789,Market
Unit_1790,hydro,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,3.6,0,1,0,304,operator_1790,Market
Unit_1791,solar pv,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,609.8,0,1,0,304,operator_1791,Market
Unit_1793,wind onshore,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,206,0,1,0,304,operator_1793,Market
Unit_1794,biomass,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,25.9,0,1,0,308,operator_1794,Market
Unit_1795,hydro,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,28.1,0,1,0,308,operator_1795,Market
Unit_1796,solar pv,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,566.8,0,1,0,308,operator_1796,Market
Unit_1798,wind onshore,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,129.6,0,1,0,308,operator_1798,Market
Unit_1799,biomass,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,8.3,0,1,0,31,operator_1799,Market
Unit_1800,hydro,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,5,0,1,0,31,operator_1800,Market
Unit_1801,solar pv,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,150.9,0,1,0,31,operator_1801,Market
Unit_1803,wind onshore,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,216.1,0,1,0,31,operator_1803,Market
Unit_1804,biomass,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,17.7,0,1,0,310,operator_1804,Market
Unit_1805,hydro,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,20.3,0,1,0,310,operator_1805,Market
Unit_1806,solar pv,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,429,0,1,0,310,operator_1806,Market
Unit_1808,wind onshore,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,77.4,0,1,0,310,operator_1808,Market
Unit_1809,biomass,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,90.3,0,1,0,311,operator_1809,Market
Unit_1810,hydro,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,8.7,0,1,0,311,operator_1810,Market
Unit_1811,solar pv,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,687,0,1,0,311,operator_1811,Market
Unit_1813,wind onshore,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,363.8,0,1,0,311,operator_1813,Market
Unit_1814,biomass,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,33,0,1,0,312,operator_1814,Market
Unit_1815,hydro,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,0.8,0,1,0,312,operator_1815,Market
Unit_1816,solar pv,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,406.5,0,1,0,312,operator_1816,Market
Unit_1818,wind onshore,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,209.9,0,1,0,312,operator_1818,Market
Unit_1819,biomass,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,44.7,0,1,0,315,operator_1819,Market
Unit_1820,hydro,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,137.2,0,1,0,315,operator_1820,Market
Unit_1821,solar pv,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,765.4,0,1,0,315,operator_1821,Market
Unit_1823,wind onshore,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,37,0,1,0,315,operator_1823,Market
Unit_1824,biomass,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,52.1,0,1,0,316,operator_1824,Market
Unit_1825,hydro,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,43.6,0,1,0,316,operator_1825,Market
Unit_1826,solar pv,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,428.5,0,1,0,316,operator_1826,Market
Unit_1828,wind onshore,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,31.3,0,1,0,316,operator_1828,Market
Unit_1829,biomass,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,101.1,0,1,0,318,operator_1829,Market
Unit_1830,hydro,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,57.8,0,1,0,318,operator_1830,Market
Unit_1831,solar pv,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,406.9,0,1,0,318,operator_1831,Market
Unit_1833,wind onshore,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,11.5,0,1,0,318,operator_1833,Market
Unit_1834,biomass,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,8.8,0,1,0,32,operator_1834,Market
Unit_1835,hydro,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,2.1,0,1,0,32,operator_1835,Market
Unit_1836,solar pv,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,208.4,0,1,0,32,operator_1836,Market
Unit_1838,wind onshore,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,323.7,0,1,0,32,operator_1838,Market
Unit_1839,biomass,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,38.1,0,1,0,320,operator_1839,Market
Unit_1840,hydro,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,16.8,0,1,0,320,operator_1840,Market
Unit_1841,solar pv,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,508.1,0,1,0,320,operator_1841,Market
Unit_1843,wind onshore,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,10.6,0,1,0,320,operator_1843,Market
Unit_1844,biomass,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,15,0,1,0,322,operator_1844,Market
Unit_1845,hydro,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,4.7,0,1,0,322,operator_1845,Market
Unit_1846,solar pv,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,320.7,0,1,0,322,operator_1846,Market
Unit_1848,wind onshore,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,33.9,0,1,0,322,operator_1848,Market
Unit_1849,biomass,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,34.1,0,1,0,323,operator_1849,Market
Unit_1850,hydro,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,8.5,0,1,0,323,operator_1850,Market
Unit_1851,solar pv,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,393.1,0,1,0,323,operator_1851,Market
Unit_1853,wind onshore,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,263.6,0,1,0,323,operator_1853,Market
Unit_1854,biomass,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,45,0,1,0,324,operator_1854,Market
Unit_1855,hydro,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,5.8,0,1,0,324,operator_1855,Market
Unit_1856,solar pv,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,320.5,0,1,0,324,operator_1856,Market
Unit_1858,wind onshore,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,202.6,0,1,0,324,operator_1858,Market
Unit_1859,biomass,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,29.8,0,1,0,326,operator_1859,Market
Unit_1860,hydro,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,12.5,0,1,0,326,operator_1860,Market
Unit_1861,solar pv,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,214.7,0,1,0,326,operator_1861,Market
Unit_1863,wind onshore,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,44.7,0,1,0,326,operator_1863,Market
Unit_1864,biomass,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,61.5,0,1,0,329,operator_1864,Market
Unit_1865,hydro,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,248,0,1,0,329,operator_1865,Market
Unit_1866,solar pv,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,567.8,0,1,0,329,operator_1866,Market
Unit_1868,wind onshore,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,0.7,0,1,0,329,operator_1868,Market
Unit_1869,biomass,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,23.6,0,1,0,33,operator_1869,Market
Unit_1870,hydro,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,11.1,0,1,0,33,operator_1870,Market
Unit_1871,solar pv,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,437.9,0,1,0,33,operator_1871,Market
Unit_1873,wind onshore,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,344.1,0,1,0,33,operator_1873,Market
Unit_1874,biomass,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,46.1,0,1,0,330,operator_1874,Market
Unit_1875,hydro,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,84.2,0,1,0,330,operator_1875,Market
Unit_1876,solar pv,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,646.6,0,1,0,330,operator_1876,Market
Unit_1878,wind onshore,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,11.1,0,1,0,330,operator_1878,Market
Unit_1879,biomass,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,87.6,0,1,0,331,operator_1879,Market
Unit_1880,hydro,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,438.6,0,1,0,331,operator_1880,Market
Unit_1881,solar pv,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,717.7,0,1,0,331,operator_1881,Market
Unit_1883,wind onshore,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,4.6,0,1,0,331,operator_1883,Market
Unit_1884,biomass,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,14.6,0,1,0,332,operator_1884,Market
Unit_1885,hydro,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,59.8,0,1,0,332,operator_1885,Market
Unit_1886,solar pv,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,741.7,0,1,0,332,operator_1886,Market
Unit_1888,wind onshore,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,0.1,0,1,0,332,operator_1888,Market
Unit_1889,biomass,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,121.1,0,1,0,333,operator_1889,Market
Unit_1891,solar pv,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,434,0,1,0,333,operator_1891,Market
Unit_1892,wind offshore,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,651.1,0,1,0,333,operator_1892,Market
Unit_1894,biomass,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,29.3,0,1,0,334,operator_1894,Market
